2024.06.14 22:00:00,Result,Player1,Player2,Player1 HP,Player2 HP,Player1 Damage,Player2 Damage,Points,Classed
2024.06.14 22:40:13,Result,Player1,Player2,Player1 HP,Player2 HP,Player1 Damage,Player2 Damage,Points,Classed
2024.06.14 22:58:30,Result,Player1,Player2,Player1 HP,Player2 HP,Player1 Damage,Player2 Damage,Points,Classed
2024.06.14 22:58:29,Result,Player1,Player2,Player1 HP,Player2 HP,Player1 Damage,Player2 Damage,Points,Classed
2024.06.14 22:58:55,Result,Player1,Player2,Player1 HP,Player2 HP,Player1 Damage,Player2 Damage,Points,Classed
2024.06.14 22:58:47,Result,Player1,Player2,Player1 HP,Player2 HP,Player1 Damage,Player2 Damage,Points,Classed
2024.06.14 22:58:51,Result,Player1,Player2,Player1 HP,Player2 HP,Player1 Damage,Player2 Damage,Points,Classed
2024.06.14 23:29:18,Result,Player1,Player2,Player1 HP,Player2 HP,Player1 Damage,Player2 Damage,Points,Classed
2024.06.14 23:29:26,Result,Player1,Player2,Player1 HP,Player2 HP,Player1 Damage,Player2 Damage,Points,Classed
2024.06.15 22:00:00,Result,Player1,Player2,Player1 HP,Player2 HP,Player1 Damage,Player2 Damage,Points,Classed
2024.06.16 23:43:39,Result,Player1,Player2,Player1 HP,Player2 HP,Player1 Damage,Player2 Damage,Points,Classed
2024.06.17 12:00:00,Noble,charid,classid,compDone,points
2024.06.17 12:00:00,환,268471588,88,10,3
2024.06.17 12:00:00,리셰,268471045,111,20,31
2024.06.17 12:00:00,나옴,268575243,96,9,2
2024.06.17 12:00:00,썩어,268476970,107,12,5
2024.06.17 12:00:00,오딘,268556366,118,11,3
2024.06.17 12:00:00,정,268473648,106,10,6
2024.06.17 12:00:00,장인,268644114,118,10,24
2024.06.17 12:00:00,두목,268479282,113,13,18
2024.06.17 12:00:00,따옴,268518002,103,10,5
2024.06.17 12:00:00,루키나,268577079,95,0,10
2024.06.17 12:00:00,실렌의대리자,268555323,95,12,7
2024.06.17 12:00:00,별,268474683,93,1,12
2024.06.17 12:00:00,달,268804984,97,10,11
2024.06.17 12:00:00,보리,268799738,97,8,3
2024.06.17 12:00:00,Hero 환,268471588,88
2024.06.17 12:00:00,Hero 실렌의대리자,268555323,95
2024.06.17 12:00:00,Hero 달,268804984,97
2024.06.17 12:00:00,Hero 따옴,268518002,103
2024.06.17 12:00:00,Hero 정,268473648,106
2024.06.17 12:00:00,Hero 썩어,268476970,107
2024.06.17 12:00:00,Hero 리셰,268471045,111
2024.06.17 12:00:00,Hero 두목,268479282,113
2024.06.17 12:00:00,Hero 장인,268644114,118
2024.06.17 12:00:00,Noble,charid,classid,compDone,points
2024.06.21 22:00:00,Result,Player1,Player2,Player1 HP,Player2 HP,Player1 Damage,Player2 Damage,Points,Classed
2024.06.21 22:28:59,Result,Player1,Player2,Player1 HP,Player2 HP,Player1 Damage,Player2 Damage,Points,Classed
2024.06.22 22:00:00,Result,Player1,Player2,Player1 HP,Player2 HP,Player1 Damage,Player2 Damage,Points,Classed
2024.06.22 22:24:43,Result,Player1,Player2,Player1 HP,Player2 HP,Player1 Damage,Player2 Damage,Points,Classed
2024.06.23 22:00:00,Result,Player1,Player2,Player1 HP,Player2 HP,Player1 Damage,Player2 Damage,Points,Classed
2024.06.23 22:24:08,Result,Player1,Player2,Player1 HP,Player2 HP,Player1 Damage,Player2 Damage,Points,Classed
2024.06.23 22:58:58,Result,Player1,Player2,Player1 HP,Player2 HP,Player1 Damage,Player2 Damage,Points,Classed
2024.06.23 23:04:20,Result,Player1,Player2,Player1 HP,Player2 HP,Player1 Damage,Player2 Damage,Points,Classed
2024.06.29 23:36:23,Result,Player1,Player2,Player1 HP,Player2 HP,Player1 Damage,Player2 Damage,Points,Classed
2024.06.30 22:00:00,Result,Player1,Player2,Player1 HP,Player2 HP,Player1 Damage,Player2 Damage,Points,Classed
2024.06.30 22:31:44,Result,Player1,Player2,Player1 HP,Player2 HP,Player1 Damage,Player2 Damage,Points,Classed
2024.07.01 12:00:00,Noble,charid,classid,compDone,points
2024.07.05 23:13:58,Result,Player1,Player2,Player1 HP,Player2 HP,Player1 Damage,Player2 Damage,Points,Classed
